text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @abidamunir110: Let's appreciate FIA #WeStandWithFIA.. https://t.co/WyusllBE0m,FALSE,0,NA,2018-11-30T18:52:06Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Um_e_Rubab,65,TRUE,FALSE,NA,NA
RT @AhsanAhmaddd: We must stand with FIA to ensure the saftey of homeland against the anti-state actors which should be banned at all cost.…,FALSE,0,NA,2018-11-30T18:52:04Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rockniik,65,TRUE,FALSE,NA,NA
"RT @FarhanKVirk: Guys, Grab your keyboards and start trending #WeStandWithFIA as we stand with FIA for putting these anti state elements on…",FALSE,0,NA,2018-11-30T18:52:03Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Main_Imrann,542,TRUE,FALSE,NA,NA
"RT @jahan_virk: #WeStandWithFIA 23 bodies in 3 sacks, thats how Akhter Muhammad received his family members after US/Afghan airstrikes in H…",FALSE,0,NA,2018-11-30T18:52:01Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Um_e_Rubab,74,TRUE,FALSE,NA,NA
"RT @Adnanmughal43: #WeStandWithFIA
PTM is anti state &amp; anti Army party. The main purpose of this party is to just destabilize this country.…",FALSE,0,NA,2018-11-30T18:52:01Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rockniik,62,TRUE,FALSE,NA,NA
RT @junaidzaibkhan: all the taliban leaders belong from Manzoor meshud tribe that is reason he changed his name from Manzoor mehsud to Manz…,FALSE,0,NA,2018-11-30T18:51:59Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AsherLatif,123,TRUE,FALSE,NA,NA
"RT @mrym014: Great work by FIA. Caught them on time.. They were about to leave for a meeting with Afghan agency..
#WeStandWithFIA https://t…",FALSE,0,NA,2018-11-30T18:51:59Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AbdulRahmanBuk1,7,TRUE,FALSE,NA,NA
"RT @AamirHafeezPTI: #WeStandWithFIA   The FIA hold Ali Wazir &amp; Mohsin Dawar  Passports at Bacha Khan Air Port while Traveling to UAE.
Their…",FALSE,0,NA,2018-11-30T18:51:58Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rockniik,72,TRUE,FALSE,NA,NA
RT @iamAhmadokz: #WeStandWithFIA Now government should take action strictly against PTM. https://t.co/wHvWe3Jx0R,FALSE,0,NA,2018-11-30T18:51:57Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Main_Imrann,166,TRUE,FALSE,NA,NA
RT @abidamunir110: No more drama acceptable in the name of ethnicity #WeStandWithFIA... https://t.co/vlWTwGtxBY,FALSE,0,NA,2018-11-30T18:51:57Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shakeeldarwesh1,102,TRUE,FALSE,NA,NA
RT @jahan_virk: Welldone guys our HT #WeStandWithFIA on top 👏👏 https://t.co/89mk7MYY97,FALSE,0,NA,2018-11-30T18:51:55Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rockniik,75,TRUE,FALSE,NA,NA
"RT @momina7867: What a great move by FIA...
Well done FIA...
#WeStandWithFIA https://t.co/nmK45qnvwY",FALSE,0,NA,2018-11-30T18:51:54Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MuradTasneem,95,TRUE,FALSE,NA,NA
RT @jahan_virk: #WeStandWithFIA why so called pashtun tahfuz movement silent on this barbarism? https://t.co/RW6n6e1h9T,FALSE,0,NA,2018-11-30T18:51:54Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Um_e_Rubab,81,TRUE,FALSE,NA,NA
RT @asamkhan852: Mohsin Dawar Ali Wazir Bilal Pakhtun Rahim Dawar and Anwar Khan Suliman Khail have been arrested by FIA at Bacha khan Air…,FALSE,0,NA,2018-11-30T18:51:54Z,FALSE,NA,1.06858E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Main_Imrann,245,TRUE,FALSE,NA,NA
